時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2024/2/20,165,165,159,160.5,164,165.3,165.75,93.24,87.55,175.47,165.75,156.03,314,499,776,0,770,0,0,1.50%,-60,22205,46,106,44.82%,0,265,0,0,0.52%,890,-6,27,33,0,6.95%,167.55,0,-0.32,12616,8403,4213,154.19,1.28,11.73%,12.09%
2024/2/21,163,176.5,163,176.5,167.7,165.85,166.1,93.82,88.05,176.79,166.1,155.41,1860,757,918,0,770,0,0,1.50%,229,22434,398,169,45.29%,-10,255,0,10,0.50%,1070,180,272,91,1,8.35%,167.55,0,-0.027,12662,8437,4225,154.19,0.85,12.87%,12.48%
2024/2/22,183.5,194,181.5,194,172.2,168.95,167.55,94.49,88.63,183.71,167.55,151.39,1241,858,888,0,770,0,0,1.50%,-18,22416,104,122,45.25%,2,257,2,0,0.50%,943,-127,86,213,0,7.36%,167.55,0,0.05,12712,8432,4280,154.19,0,19.30%,15.89%
2024/2/23,200.5,205.5,176.5,178.5,174.5,169.85,168.1,95.08,89.14,184.95,168.1,151.25,5235,1799,1236,330,1100,330,0,2.15%,67,22483,1300,1233,45.38%,-3,254,13,16,0.50%,940,-3,390,392,1,7.34%,187.63,0,-0.3,13019,8245,4774,164.81,3.67,20.05%,17.97%
2024/2/26,183,194.5,182,182,178.3,171.5,169,95.68,89.67,186.78,169,151.22,2332,2196,1368,68,1168,68,0,2.28%,-138,22345,541,679,45.11%,-24,230,11,35,0.45%,989,49,196,147,0,7.72%,187.6,0,-0.71,12462,8187,4275,166.12,3.62,21.04%,19.50%
2024/2/27,184,184,172.5,173,180.8,172.4,169.48,96.25,90.16,187.15,169.48,151.8,774,2288,1394,0,1168,0,0,2.28%,-58,22283,169,227,44.98%,5,235,5,0,0.46%,982,-7,102,109,0,7.67%,187.6,0,-0.41,13653,8310,5343,166.12,3.48,20.86%,20.18%
2024/2/29,172.5,175.5,171,174,180.3,174,170.28,96.82,90.65,187.23,170.28,153.32,379,1992,1375,0,1168,0,0,2.28%,-1,22260,99,100,44.93%,10,245,10,0,0.48%,986,4,38,34,0,7.70%,187.6,0,-0.18,13936,8204,5732,166.12,4,19.92%,20.05%
2024/3/1,175,183,172,182,177.9,175.05,171.48,97.44,91.17,188.18,171.48,154.77,552,1854,1356,0,1168,0,0,2.28%,-35,22206,112,147,44.82%,20,265,24,4,0.52%,998,12,66,54,0,7.79%,187.6,0,0.066,15550,8219,7331,166.12,4.29,19.49%,19.77%
2024/3/4,183,183.5,176.5,183,178.8,176.65,171.95,98.06,91.7,189.39,171.95,154.51,479,903,1351,0,1168,0,0,2.28%,84,22274,157,73,44.96%,11,276,11,0,0.54%,924,-74,23,97,0,7.21%,187.6,0,1.34,14951,7941,7010,166.12,1.51,20.28%,20.02%
2024/3/5,182,190,179,184.5,179.3,178.8,172.75,98.69,92.23,190.93,172.75,154.57,1028,642,1419,-32,1136,0,32,2.22%,36,22310,244,208,45.03%,-30,246,10,40,0.48%,918,-6,109,115,0,7.17%,187.6,184.5,0.57,14518,7832,6686,166.12,-1,21.05%,20.54%
2024/3/6,180.5,189.5,180.5,186,181.9,181.35,173.33,99.32,92.77,192.4,173.33,154.25,645,617,1453,0,1136,0,0,2.22%,74,22384,201,127,45.18%,0,246,0,0,0.48%,888,-30,51,81,0,6.93%,187.6,184.5,0.57,13962,7773,6189,166.12,-1.04,22.01%,21.27%
2024/3/7,187.5,190.5,180,183,183.7,182,173.93,99.96,93.28,193.42,173.93,154.43,617,664,1328,0,1136,0,0,2.22%,-13,22366,147,160,45.15%,30,276,30,0,0.54%,886,-2,75,77,0,6.92%,187.6,184.5,0.5,13647,7723,5924,166.12,-0.96,22.41%,21.84%
2024/3/8,181,184,174.5,180.5,183.4,180.65,174.8,100.58,93.79,193.82,174.8,155.78,722,698,1276,0,1136,0,0,2.22%,80,22446,219,139,45.31%,0,276,60,60,0.54%,766,-120,56,176,0,5.98%,187.6,184.5,0.043,12653,7811,4842,166.12,-0.92,21.76%,21.80%
2024/3/11,179,196,179,182,183.2,181,175.43,101.21,94.3,194.53,175.43,156.32,1310,864,884,0,1136,0,0,2.22%,243,22689,501,258,45.80%,-22,254,29,51,0.50%,756,-10,145,155,0,5.90%,187.6,184.5,0.36,12440,7878,4562,166.12,-0.74,21.78%,21.79%
2024/3/12,183.5,186.5,180.5,180.5,182.4,180.85,176.18,101.83,94.81,194.83,176.18,157.52,392,737,690,0,1136,0,0,2.22%,-81,22608,46,127,45.64%,16,270,18,2,0.53%,753,-3,74,77,0,5.88%,187.6,184.5,0.16,12261,7717,4544,166.12,0,21.18%,21.48%
2024/3/13,181,181,176,176.5,180.5,181.2,176.8,102.42,95.3,194.6,176.8,159,325,673,645,0,1136,0,0,2.22%,-121,22487,54,175,45.39%,1,271,1,0,0.53%,761,8,46,38,0,5.94%,187.6,184.5,1.27,12275,7720,4555,166.12,0,20.14%,20.81%
2024/3/14,176.5,177.5,169,170,177.9,180.8,177.4,102.99,95.77,193.34,177.4,161.46,344,619,641,0,1136,0,0,2.22%,5,22492,94,89,45.40%,0,271,0,0,0.53%,717,-44,41,85,0,5.60%,187.6,184.5,0.44,12126,7723,4403,166.12,0,17.97%,19.39%
2024/3/15,169,187,169,187,179.2,181.3,178.18,103.64,96.31,194.39,178.18,161.96,1219,718,708,0,1136,0,0,2.22%,238,22730,442,204,45.88%,-1,270,0,1,0.53%,705,-12,122,134,0,5.50%,189.21,184.5,0.45,11703,7884,3819,166.12,0,18.20%,18.80%
2024/3/18,196.5,205.5,193,205.5,183.9,183.55,180.1,104.38,96.92,199.4,180.1,160.8,2530,962,913,0,1136,0,0,2.22%,531,23261,907,376,46.95%,-30,240,14,44,0.47%,688,-17,210,227,0,5.37%,189.21,184.5,2.77,11707,7918,3789,166.12,0,21.43%,20.11%
2024/3/19,203,217.5,185,185,184.8,183.6,181.2,105.02,97.44,198.92,181.2,163.48,4131,1710,1224,0,1136,0,0,2.22%,-434,22847,969,1403,46.12%,10,250,10,0,0.49%,708,20,351,331,0,5.53%,189.21,184.5,5.42,12573,7774,4799,166.12,0,19.56%,19.84%
2024/3/20,185.5,186,178,180,185.5,183,182.18,105.63,97.93,197.17,182.18,167.18,1036,1852,1263,0,1136,0,0,2.22%,-34,22803,333,367,46.03%,5,255,5,0,0.50%,671,-37,68,105,0,5.24%,189.21,184.5,3.24,12670,7807,4863,166.12,0,16.46%,18.15%
2024/3/21,183,183,178,179.5,187.4,182.65,182.33,106.25,98.43,197.15,182.33,167.5,425,1868,1243,0,1136,0,0,2.22%,-114,22687,81,195,45.80%,9,264,9,0,0.52%,678,7,40,33,0,5.29%,189.21,184.5,2.3,12702,7705,4997,166.12,0,16.26%,17.20%
2024/3/22,182,182,175.5,179,185.8,182.5,181.58,106.85,98.93,195.45,181.58,167.7,312,1687,1202,0,1136,0,0,2.22%,-8,22680,73,81,45.78%,15,279,15,0,0.54%,609,-69,17,86,0,4.75%,189.21,184.5,0.49,12852,7611,5241,166.12,0,15.28%,16.24%
2024/3/25,179.5,188,179.5,182.5,181.2,182.55,181.78,107.48,99.44,195.58,181.78,167.97,485,1278,1120,0,1136,0,0,2.22%,-41,22624,109,150,45.67%,10,289,10,0,0.56%,600,-9,54,63,0,4.68%,187.43,184.5,0.54,12784,7608,5176,166.12,0,15.19%,15.71%
2024/3/26,182.5,186,177,178.5,179.9,182.35,181.6,108.08,99.94,195.48,181.6,167.72,394,530,1120,0,1136,0,0,2.22%,-80,22545,73,153,45.51%,12,301,35,23,0.59%,621,21,48,27,0,4.85%,187.43,184.5,0.9,12406,7814,4592,166.12,0,15.28%,15.50%
2024/3/27,179.5,196,179.5,196,183.1,184.3,182.75,108.77,100.51,197.38,182.75,168.12,1504,624,1238,0,1136,0,0,2.22%,181,22756,444,263,45.94%,-10,291,0,10,0.57%,706,85,187,102,0,5.51%,187.43,184.5,2.38,12550,7708,4842,166.12,0,16.01%,15.75%
2024/3/28,201,215.5,201,209,189,188.2,184.5,109.52,101.13,202.51,184.5,166.49,4484,1436,1652,0,1136,0,0,2.22%,900,23657,1864,964,47.75%,-29,262,9,38,0.51%,567,-139,199,338,0,4.43%,187.43,184.5,5.27,12578,7580,4998,166.12,0,19.52%,17.64%
2024/3/29,210,214,192,198,192.8,189.3,185.3,110.22,101.7,204.19,185.3,166.41,2499,1873,1780,0,1136,0,0,2.22%,-163,23494,671,834,47.43%,-2,260,1,3,0.51%,518,-49,115,164,0,4.04%,187.43,184.5,12.45,13882,7563,6319,166.12,0,20.39%,19.01%
2024/4/1,198,203,193,193,194.9,188.05,185.8,110.88,102.25,204.95,185.8,166.65,707,1918,1598,0,1136,0,0,2.22%,-220,23275,135,355,46.98%,-10,250,5,15,0.49%,552,34,63,29,0,4.31%,187.43,184.5,0.5,14499,7589,6910,166.12,0,20.61%,19.81%
2024/4/2,191,193.5,188,192,197.6,188.75,186.18,111.54,102.79,205.5,186.18,166.85,470,1933,1232,0,1136,0,0,2.22%,-63,23212,140,203,46.86%,33,283,33,0,0.55%,561,9,31,22,0,4.38%,187.43,184.5,1.03,15403,7449,7954,166.12,0,20.76%,20.29%
2024/4/3,194,198.5,191,196.5,197.7,190.4,186.7,112.22,103.35,206.54,186.7,166.86,601,1752,1188,0,1136,0,0,2.22%,-120,23092,160,280,46.61%,-1,282,0,1,0.55%,607,46,71,25,0,4.74%,187.43,184.5,0.6,15474,7744,7730,166.12,0,21.25%,20.77%
2024/4/8,198,198,189.5,193,194.5,191.75,187.2,112.88,103.9,207.15,187.2,167.25,418,939,1187,0,1136,0,0,2.22%,-101,22969,100,201,46.37%,10,292,10,0,0.57%,627,20,43,19,4,4.90%,187.43,184.5,0.57,15555,7553,8002,166.12,0,21.31%,21.04%
2024/4/9,194.5,205.5,191,196.5,194.2,193.5,188,113.55,104.47,208.09,188,167.91,980,635,1254,0,1136,0,0,2.22%,-121,22858,291,412,46.14%,11,303,14,3,0.59%,675,48,94,46,0,5.27%,187.43,184.5,0.044,15608,7247,8361,166.12,0,21.37%,21.21%
2024/4/10,196.5,208,193,193,194.2,194.55,188.55,114.21,105.01,208.55,188.55,168.55,1098,713,1316,0,1136,0,0,2.22%,71,22930,360,289,46.29%,12,315,19,7,0.61%,733,58,118,60,0,5.72%,187.43,184.5,-0.21,15554,7248,8306,166.12,0,21.22%,21.21%
2024/4/11,194,194.5,190,190,193.8,195.7,189.03,114.86,105.55,208.69,189.03,169.36,405,700,1317,0,1136,0,0,2.22%,-174,22780,36,210,45.98%,21,336,21,0,0.66%,762,29,67,38,0,5.95%,187.43,184.5,-0.1,15920,7369,8551,166.12,0,20.81%,21.01%
2024/4/12,192,206,190.5,205,195.5,196.6,190.45,115.58,106.14,210.41,190.45,170.49,782,737,1244,0,1136,0,0,2.22%,117,22898,306,189,46.22%,20,356,22,2,0.69%,763,1,93,92,0,5.96%,187.43,184.5,0.21,16074,7341,8733,166.12,0,20.96%,20.98%
2024/4/15,206.5,225.5,206.5,213,199.5,197,192.6,116.35,106.78,212.55,192.6,172.65,3487,1350,1145,0,1136,0,0,2.22%,503,23404,1229,726,47.24%,-8,348,57,65,0.68%,722,-41,201,242,0,5.64%,187.43,184.5,0.53,16344,7517,8827,166.12,0,20.71%,20.85%
2024/4/16,208,208,192,192,198.6,196.4,192.85,117,107.32,212.63,192.85,173.07,1514,1457,1046,0,1136,0,0,2.22%,-419,22979,210,629,46.39%,2,350,5,3,0.68%,715,-7,201,208,0,5.58%,187.43,184.5,0.34,17167,7961,9206,166.12,0,20.52%,20.68%
2024/4/17,192,196,189,190.5,198.1,196.15,192.1,117.66,107.87,211.03,192.1,173.17,801,1398,1056,0,1136,0,0,2.22%,-212,22778,169,381,45.98%,1,351,1,0,0.69%,755,40,75,35,0,5.89%,187.43,184.5,0.43,16880,7812,9068,166.12,0,19.71%,20.19%
2024/4/18,192,203.5,189.5,194.5,199,196.4,192.58,118.33,108.42,211.24,192.58,173.91,1080,1533,1117,8,1144,8,0,2.23%,236,23015,543,307,46.46%,-2,349,1,3,0.68%,719,-36,84,120,0,5.61%,197.52,184.5,0.28,16823,7709,9114,166.34,0.1,19.39%,19.79%
2024/4/19,196,196,182,189.5,195.9,195.7,193.05,118.97,108.97,210.88,193.05,175.22,985,1573,1155,95,1239,95,0,2.42%,-205,22841,267,472,46.11%,-117,232,8,125,0.45%,727,8,64,56,0,5.68%,188.73,184.5,0.91,18038,8239,9799,168,1.31,18.47%,19.13%
2024/4/22,192.5,194,185,185,190.3,194.9,193.33,119.59,109.49,210.46,193.33,176.19,411,958,1154,46,942,46,0,1.84%,-67,22786,104,171,46.00%,0,232,0,0,0.45%,744,17,44,27,0,5.81%,188.66,184.5,1.16,18246,8082,10164,169,3.11,17.73%,18.43%
2024/4/23,186.5,192.5,186.5,190.5,190,194.3,193.9,120.23,110.03,209.8,193.9,178,427,741,1099,35,977,35,0,1.91%,-54,22732,127,181,45.89%,15,247,15,0,0.48%,758,14,38,22,2,5.92%,188.86,184.5,0.46,18626,7917,10709,169.75,4.97,16.41%,17.42%
2024/4/24,196,202.5,194,194,190.7,194.4,194.48,120.89,110.58,209.5,194.48,179.45,846,750,1074,0,977,0,0,1.91%,174,22905,416,242,46.24%,2,249,7,5,0.49%,736,-22,58,80,0,5.75%,188.86,184.5,0.3,18865,7489,11376,169.75,4.91,15.45%,16.43%
2024/4/25,194.5,194.5,187.5,188,189.4,194.2,194.95,121.51,111.12,208.44,194.95,181.46,331,600,1066,0,977,0,0,1.91%,-145,22777,32,177,45.98%,1,250,1,0,0.49%,720,-16,39,54,1,5.62%,188.86,184.5,0.68,18952,7606,11346,169.75,5.87,13.84%,15.14%
2024/4/26,190,192,184.5,184.5,188.4,192.15,194.38,122.12,111.64,208.6,194.38,180.15,394,482,1028,0,977,0,0,1.91%,-205,22574,34,239,45.57%,14,264,14,0,0.52%,733,13,46,33,0,5.72%,188.86,184.5,0.9,19549,7481,12068,169.75,3.36,14.64%,14.89%
2024/4/29,186.5,188.5,184,184.5,188.3,189.3,193.15,122.72,112.16,206.31,193.15,179.99,220,444,701,0,977,0,0,1.91%,-31,22543,36,67,45.51%,-5,259,0,5,0.51%,718,-15,17,32,0,5.61%,188.86,184.5,0.69,19757,7140,12617,169.75,1.58,13.62%,14.26%
2024/4/30,186.5,192,181.5,185,187.2,188.6,192.5,123.33,112.68,205.92,192.5,179.08,485,455,598,0,977,0,0,1.91%,-56,22487,126,182,45.39%,0,259,0,0,0.51%,725,7,37,30,0,5.66%,188.86,184.5,0.46,19742,7052,12690,169.75,0,13.94%,14.10%
2024/5/2,186,192,175.5,177.5,183.9,187.3,191.73,123.89,113.18,206.64,191.73,176.81,722,430,590,0,977,0,0,1.91%,-303,22336,83,386,45.09%,0,259,0,0,0.51%,759,34,87,53,0,5.93%,188.86,184.5,1.2,20155,7340,12815,169.75,0,15.56%,14.83%
2024/5/3,180.5,183,171.5,175,181.3,185.35,190.88,124.45,113.66,207.48,190.88,174.27,509,466,533,25,1002,25,0,1.96%,-110,22228,69,179,44.87%,-4,255,2,6,0.50%,716,-43,37,80,0,5.59%,187.23,184.5,0.48,20371,7486,12885,169.89,1.07,17.39%,16.11%
2024/5/6,178,178,170,174.5,179.3,183.85,189.78,124.99,114.14,207.61,189.78,171.94,372,462,472,0,1002,0,0,1.96%,27,22255,99,72,44.92%,38,293,38,0,0.57%,719,3,20,17,0,5.61%,187.23,184.5,0.88,20414,7303,13111,169.89,1.08,18.79%,17.45%
2024/5/7,173.5,175,164,167.5,175.9,182.1,188.5,125.51,114.61,208.72,188.5,168.28,620,542,493,0,1002,0,0,1.96%,58,22317,191,133,43.55%,-21,272,35,56,0.53%,684,-35,55,90,0,5.34%,187.23,184.5,0.98,20529,7159,13370,169.89,0.92,21.45%,19.45%
2024/5/8,174.5,182,168.5,177,174.3,180.75,187.53,126.07,115.11,207.98,187.53,167.07,1288,702,579,0,1002,0,0,1.96%,-48,22273,311,359,43.47%,15,287,20,5,0.56%,743,59,118,59,0,5.80%,187.23,184.5,0.57,20669,7165,13504,169.89,0.71,21.82%,20.63%
2024/5/9,177.5,187,173,176,174,178.95,186.68,126.59,115.61,207.56,186.68,165.79,817,721,576,0,1002,0,0,1.96%,-105,22168,121,226,43.26%,1,288,17,16,0.56%,761,18,72,54,0,5.94%,187.23,184.5,0.61,20580,7286,13294,169.89,0.69,22.38%,21.51%
2024/5/10,176,182,174,180,175,178.15,186.18,127.13,116.12,207.2,186.18,165.15,302,680,573,0,1002,0,0,1.96%,-15,22116,42,57,43.16%,74,362,74,0,0.71%,750,-11,14,25,0,5.86%,187.23,184.5,1.36,20569,7317,13252,169.89,0,22.58%,22.04%
2024/5/13,177,182,176.5,179.5,176,177.65,184.9,127.68,116.63,204.23,184.9,165.57,187,643,552,0,1002,0,0,1.96%,48,22166,61,13,43.26%,19,381,19,0,0.74%,724,-26,6,32,0,5.65%,187.23,184.5,0.7,20614,7127,13487,169.89,0,20.90%,21.47%
2024/5/14,179,182.5,175.5,177,177.9,176.9,183.1,128.24,117.13,197.77,183.1,168.44,431,605,573,-128,874,0,128,1.71%,53,22220,107,54,43.37%,30,411,56,26,0.80%,733,9,28,19,0,5.72%,187.23,178.41,0.58,19868,7214,12654,169.89,-4.23,16.02%,18.75%
2024/5/15,178.5,180,175,177.5,178,176.15,182.38,128.81,117.63,196.64,182.38,168.11,284,404,553,0,874,0,0,1.71%,22,22241,81,59,43.41%,-31,380,59,90,0.74%,721,-12,6,18,0,5.63%,187.23,178.41,0.19,19751,7210,12541,169.89,-6.33,15.64%,17.19%
2024/5/16,178,179.5,176,177,178.2,176.1,181.7,129.37,118.13,195.63,181.7,167.77,186,278,500,0,874,0,0,1.71%,14,22256,38,24,43.44%,-1,379,44,45,0.74%,707,-14,2,16,0,5.52%,187.23,178.41,-0.29,18644,7154,11490,169.89,-9.21,15.34%,16.26%
2024/5/17,177,179,175,175,177.2,176.1,180.73,129.93,118.62,193.63,180.73,167.82,128,243,462,0,874,0,0,1.71%,24,22282,37,13,43.49%,9,388,23,14,0.76%,703,-4,6,10,0,5.49%,186.82,178.41,1.1,17914,7309,10605,169.89,-10.53,14.28%,15.27%
2024/5/20,175.5,177.5,172.5,172.5,175.8,175.9,179.88,130.47,119.1,192.59,179.88,167.16,160,238,440,0,874,0,0,1.71%,-27,22255,14,41,43.43%,-15,373,36,51,0.73%,725,22,28,5,1,5.66%,185.78,178.41,0.91,17485,7309,10176,169.89,-10.77,14.14%,14.71%
2024/5/21,176,178,171.5,177,175.8,176.85,179.48,131.04,119.61,192.03,179.48,166.92,150,182,393,0,874,0,0,1.71%,48,22294,66,18,43.51%,1,374,12,11,0.73%,720,-5,14,19,0,5.62%,183.7,178.41,-0.29,17579,7312,10267,169.89,0,13.99%,14.35%
2024/5/22,176.5,185,176.5,183,176.9,177.45,179.1,131.64,120.13,190.73,179.1,167.47,442,213,309,0,874,0,0,1.71%,133,22429,173,40,43.77%,19,393,54,35,0.77%,792,72,124,52,0,6.18%,175.25,178.41,-0.17,18034,7143,10891,169.89,0,12.98%,13.66%
2024/5/23,183,188.5,178,178,177.1,177.65,178.3,132.21,120.63,187.7,178.3,168.9,714,319,298,-107,767,0,107,1.50%,-66,22346,111,177,43.61%,0,393,62,62,0.77%,898,106,145,39,0,7.01%,175.25,180.46,0.11,17970,6998,10972,169.89,-6.71,10.55%,12.11%
2024/5/24,178,186.5,174,184.5,179,178.1,178.13,132.82,121.16,186.91,178.13,169.34,619,417,330,0,767,0,0,1.50%,193,22509,263,70,43.93%,1,394,23,22,0.77%,845,-53,37,90,0,6.60%,175.25,180.46,-0.34,17977,7068,10909,169.89,-5.13,9.86%,10.99%
2024/5/27,185.5,185.5,172,173.5,179.2,177.5,177.58,133.37,121.64,186.07,177.58,169.08,811,547,393,-100,667,0,100,1.30%,-306,22206,37,343,43.34%,19,413,87,68,0.81%,874,29,94,65,0,6.82%,175.25,179.44,0.24,18147,7026,11121,169.89,-7.57,9.57%,10.28%
2024/5/28,174.5,177,170.5,177,179.2,177.5,177.2,133.93,122.13,185.08,177.2,169.32,543,626,404,20,687,20,0,1.34%,57,22269,123,66,43.46%,18,431,54,36,0.84%,806,-68,24,92,0,6.29%,175.12,179.44,-0.53,18659,6813,11846,170.04,-5.98,8.89%,9.58%
2024/5/29,180.5,181,175,175,177.6,177.25,176.7,134.49,122.62,183.76,176.7,169.64,175,572,393,0,687,0,0,1.34%,-43,22233,12,55,43.39%,17,448,19,2,0.87%,813,7,20,13,0,6.35%,175.12,179.44,0.081,18430,6966,11464,170.04,-6.53,7.99%,8.79%
2024/5/30,177.5,177.5,167.5,168.5,175.7,176.4,176.25,135.02,123.07,184.15,176.25,168.35,499,529,424,-170,517,0,170,1.01%,-51,22182,29,80,43.29%,-74,374,2,76,0.73%,837,24,63,38,1,6.53%,175.12,176.37,-0.052,18424,7344,11080,170.04,-9.44,8.96%,8.87%
2024/5/31,169.5,172.5,168.5,168.5,172.5,175.75,175.93,135.55,123.52,184.51,175.93,167.34,259,457,437,0,517,0,0,1.01%,24,22206,72,48,43.34%,-52,322,2,54,0.63%,839,2,22,19,1,6.55%,174.95,176.37,0.26,18557,7426,11131,170.04,-10.93,9.75%,9.31%
2024/6/3,171,171.5,167,168,171.4,175.3,175.6,136.08,123.96,184.84,175.6,166.36,253,346,447,-100,417,0,100,0.81%,-8,22198,30,38,43.32%,-3,319,0,3,0.62%,841,2,18,14,2,6.57%,174.95,175.03,0.83,19562,7176,12386,170.04,-14.46,10.52%,9.92%
2024/6/4,169,169.5,165.5,165.5,169.1,174.15,175.5,136.6,124.4,185.12,175.5,165.88,194,276,451,-50,367,0,50,0.72%,-5,22201,30,35,43.33%,0,319,5,5,0.62%,839,-2,18,20,0,6.55%,174.95,174.41,1.39,19556,7384,12172,170.03,-23.19,10.97%,10.44%
2024/6/5,165.5,168.5,165.5,165.5,167.2,172.4,174.93,137.12,124.83,185.45,174.93,164.4,72,255,414,0,367,0,0,0.72%,-1,22200,11,12,43.33%,-4,315,0,4,0.61%,841,2,8,6,0,6.57%,174.95,174.41,1.4,19567,7328,12239,170.03,-25.06,12.04%,11.24%
2024/6/6,167.5,170.5,167,169.5,167.4,171.55,174.6,137.66,125.28,185.37,174.6,163.83,161,188,359,0,367,0,0,0.72%,29,22234,54,25,43.39%,31,346,31,0,0.68%,808,-33,7,40,0,6.31%,174.95,174.41,1.26,19053,7067,11986,170.03,-15.97,12.34%,11.79%
2024/6/7,171,171.5,169.5,169.5,167.6,170.05,174.08,138.19,125.73,184.77,174.08,163.38,54,147,302,0,367,0,0,0.72%,-5,22230,11,16,43.39%,5,351,6,1,0.69%,813,5,10,4,1,6.35%,174.95,174.41,0.69,18520,7071,11449,170.03,-20.44,12.28%,12.04%
2024/6/11,171.5,171.5,164,165,167,169.2,173.35,138.7,126.17,184.43,173.35,162.27,124,121,233,0,367,0,0,0.72%,-19,22196,6,25,43.32%,10,361,10,0,0.70%,797,-16,19,35,0,6.22%,174.95,174.41,0.99,18525,7000,11525,170.03,-8.26,12.79%,12.41%
2024/6/12,164.5,166.5,161.5,162.5,166.4,167.75,172.63,139.21,126.6,184.52,172.63,160.73,121,106,191,-36,331,0,36,0.65%,-14,22175,14,28,43.28%,0,361,0,0,0.70%,790,-7,12,14,5,6.17%,174.95,172.87,0.65,18847,6985,11862,170.04,-6.77,13.79%,13.10%
2024/6/13,163,164.5,162,163.5,166,166.6,171.93,139.72,127.03,184.23,171.93,159.62,93,111,183,0,331,0,0,0.65%,24,22198,39,15,43.32%,4,365,4,0,0.71%,789,-1,4,5,0,6.16%,174.95,172.87,-0.0045,19048,6768,12280,170.04,-6.51,14.32%,13.71%
2024/6/14,164.5,179.5,164.5,176.5,167.4,167.4,171.9,140.3,127.51,184.17,171.9,159.63,757,230,209,70,401,70,0,0.78%,49,22247,183,134,43.42%,30,395,32,2,0.77%,845,56,115,59,0,6.60%,175.29,172.87,0.086,19117,6668,12449,170.97,2.96,14.28%,13.99%
2024/6/17,178,193.5,176,186.5,170.8,169.2,172.48,140.93,128.04,186.26,172.48,158.69,1506,520,334,225,626,225,0,1.22%,247,22494,533,286,43.90%,-14,381,11,25,0.74%,744,-101,66,167,0,5.81%,182.8,172.87,0.57,19094,6661,12433,176.28,9.96,15.98%,14.99%
2024/6/18,190.5,192.5,180,181,174,170.5,172.9,141.52,128.54,187.17,172.9,158.63,838,663,392,45,671,45,0,1.31%,-23,22468,206,229,43.85%,-1,380,3,4,0.74%,742,-2,81,83,0,5.79%,183.2,172.87,0.57,19505,6574,12931,176.93,9.17,16.51%,15.75%
2024/6/19,184,184,178,179,177.3,171.85,173,142.11,129.03,187.42,173,158.58,263,691,399,25,696,25,0,1.36%,-14,22448,65,79,43.81%,4,384,5,1,0.75%,716,-26,12,38,0,5.59%,182.96,172.87,0.54,19636,6298,13338,177.03,10.56,16.67%,16.21%
2024/6/20,181.5,181.5,178.5,180.5,180.7,173.35,172.88,142.7,129.52,186.98,172.88,158.77,101,693,402,0,696,0,0,1.36%,-3,22445,25,28,43.80%,0,384,0,0,0.75%,723,7,13,6,0,5.64%,182.96,172.87,-0.27,20104,6174,13930,177.03,10.53,16.32%,16.26%
2024/6/21,179.5,181,178,181,181.6,174.5,173.03,143.27,130.02,187.41,173.03,158.64,98,561,396,25,721,25,0,1.41%,16,22461,28,12,43.84%,-18,366,0,18,0.71%,718,-5,8,13,0,5.61%,182.74,170.51,-0.16,19453,6230,13223,177.13,11.4,16.62%,16.44%
2024/6/24,179,179,174,174,179.1,174.95,172.5,143.81,130.48,185.9,172.5,159.1,162,292,406,0,721,0,0,1.41%,-45,22416,18,63,43.75%,-6,360,4,10,0.70%,715,-3,18,21,0,5.58%,182.74,170.51,1.41,19573,6591,12982,177.13,6.5,15.54%,15.99%
2024/6/25,176.5,176.5,169,174,177.7,175.85,172.53,144.34,130.94,185.94,172.53,159.11,51,135,399,0,721,0,0,1.41%,-4,22413,9,13,43.74%,-2,358,1,3,0.70%,721,6,9,3,0,5.63%,182.74,168.67,0.66,19950,6585,13365,177.13,7.41,15.55%,15.77%
2024/6/26,173,178,173,175,176.9,177.1,172.43,144.87,131.41,185.73,172.43,159.12,63,95,393,0,721,0,0,1.41%,-3,22410,21,24,43.74%,0,358,0,0,0.70%,721,0,9,9,0,5.63%,183.14,168.67,1.13,20597,6497,14100,177.13,5.26,15.43%,15.60%
2024/6/27,173.5,177,173.5,175,175.8,178.25,172.43,145.39,131.87,185.73,172.43,159.12,28,80,387,0,721,0,0,1.41%,0,22410,3,3,43.74%,3,361,3,0,0.70%,717,-4,6,10,0,5.60%,183.14,168.67,0.56,20693,6501,14192,177.13,6.22,15.43%,15.52%
2024/6/28,175.5,177,175.5,175.5,174.7,178.15,172.78,145.91,132.33,186.02,172.78,159.53,32,67,314,0,721,0,0,1.41%,1,22411,7,6,43.74%,0,361,0,0,0.70%,715,-2,3,5,0,5.58%,183.14,167.17,-0.057,21735,6409,15326,177.13,0,15.33%,15.42%
