時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超,投信持股,買進,賣出,投信持股比例,買賣超,外資持股,買進,賣出,外資持股比例,買賣超,自營商持股,買進,賣出,自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,投信買超佔成交量比重,BBand width,Band%EMA3
2023/5/3,188,190.5,175,177,172,174.05,166.03,127.42,139.32,197.37,166.03,134.68,26752,18394,17664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.75%,42.99%
2023/5/4,177.5,178.5,169,169,172.4,172.7,168.2,127.59,139.16,193.43,168.2,142.97,15445,18578,18301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.00%,36.50%
2023/5/5,170.5,176.5,170,171,175,172.55,170.03,127.82,138.96,189.97,170.03,150.08,13069,18216,18422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.46%,29.98%
2023/5/8,174,176,172,173.5,175.6,172.15,171.33,128.04,138.8,188.41,171.33,154.24,7001,15234,16296,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.95%,24.96%
2023/5/9,174,176,166.5,175,173.1,171.75,172.58,128.24,138.65,186.63,172.58,158.52,11518,14757,15929,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.28%,20.62%
2023/5/10,175,179.5,171.5,174.5,172.6,172.3,173.05,128.45,138.48,186.68,173.05,159.42,11735,11754,15074,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.75%,18.19%
2023/5/11,174.5,176,168,168.5,172.5,172.45,173.23,128.67,138.32,186.52,173.23,159.93,9112,10487,14532,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.35%,16.77%
2023/5/12,168,172,166,172,172.7,173.85,173.68,128.91,138.16,186.14,173.68,161.21,5391,8951,13584,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.36%,15.56%
2023/5/15,170.5,171,161.5,163,170.6,173.1,173.28,129.07,137.98,186.55,173.28,160,6053,8762,11998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.32%,15.44%
2023/5/16,165.5,167,160.5,160.5,167.7,170.4,172.33,129.19,137.76,186.38,172.33,158.27,5255,7509,11133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.31%,15.87%
2023/5/17,161,168.5,161,166.5,166.1,169.35,171.7,129.33,137.6,185.62,171.7,157.78,5812,6325,9039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.21%,16.04%
2023/5/18,168,176,168,172,166.8,169.65,171.18,129.51,137.44,184.19,171.18,158.16,9618,6426,8456,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.20%,15.62%
2023/5/19,172,175,167,169,166.2,169.45,171,129.66,137.29,184.03,171,157.97,5488,6445,7698,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.24%,15.43%
2023/5/22,169.5,172.5,167,171.5,167.9,169.25,170.7,129.79,137.15,183.39,170.7,158.01,3510,5937,7349,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.87%,15.15%
2023/5/23,171.5,173,169,169,169.6,168.65,170.2,129.87,137.04,182.32,170.2,158.08,2801,5446,6478,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.24%,14.69%
2023/5/24,168.5,174.5,167.5,168,169.9,168,170.15,130.01,136.9,182.3,170.15,158,5248,5333,5829,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.28%,14.49%
2023/5/25,168,170,167,167,168.9,167.85,170.15,130.16,136.71,182.3,170.15,158,3046,4019,5222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.28%,14.38%
2023/5/26,168.5,171,161,161,167.3,166.75,170.3,130.27,136.48,181.9,170.3,158.7,6590,4239,5342,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.63%,14.00%
2023/5/29,164,170.5,163,170,167,167.45,170.28,130.43,136.26,181.88,170.28,158.67,5429,4623,5280,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.63%,13.82%
2023/5/30,169,178.5,168.5,174.5,168.1,168.85,169.63,130.6,136.08,178.41,169.63,160.84,10511,6165,5805,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.36%,12.09%
2023/5/31,176,179,173,174,169.3,169.6,169.48,130.78,135.88,177.84,169.48,161.11,8551,6825,6079,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9.88%,10.98%
2023/6/1,174,178,171.5,178,171.5,170.2,169.93,131,135.7,179.08,169.93,160.77,5424,7301,5660,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.77%,10.88%
2023/6/2,181.5,184,174,174,174.1,170.7,170.08,131.2,135.52,179.39,170.08,160.76,10503,8084,6161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.95%,10.91%
2023/6/5,174,175.5,170.5,170.5,174.2,170.6,169.93,131.38,135.32,179.11,169.93,160.74,3600,7718,6170,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.81%,10.86%
2023/6/6,171.5,171.5,163,164.5,172.2,170.15,169.4,131.51,135.08,178.56,169.4,160.24,5294,6674,6420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.82%,10.84%
2023/6/7,165,171.5,164.5,171,171.6,170.45,169.23,131.66,134.94,178.12,169.23,160.33,4640,5892,6359,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.51%,10.68%
2023/6/8,171,177,169,175.5,171.1,171.3,169.58,131.84,134.81,178.87,169.58,160.28,8207,6449,6875,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.96%,10.82%
2023/6/9,177,183.5,174.5,180.5,172.4,173.25,170,132.08,134.73,180.41,170,159.59,12902,6929,7506,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.25%,11.53%
2023/6/12,186,198.5,186,191,176.5,175.35,171.4,132.36,134.7,184.78,171.4,158.02,21865,10582,9150,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.61%,13.57%
2023/6/13,193.5,195,183,183,180.2,176.2,172.53,132.57,134.66,185.83,172.53,159.22,13645,12252,9463,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.42%,14.50%
2023/6/14,183,186.5,179.5,186.5,183.3,177.45,173.53,132.75,134.69,187.84,173.53,159.21,6242,12572,9232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.50%,15.50%
2023/6/15,187,191,183.5,184.5,185.1,178.1,174.15,132.95,134.68,189.21,174.15,159.09,6839,12299,9374,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.30%,16.40%
2023/6/16,185.5,187.5,182.5,184,185.8,179.1,174.9,133.14,134.71,190.35,174.9,159.45,3765,10471,8700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.67%,17.03%
2023/6/19,184,184.5,177,181,183.8,180.15,175.38,133.31,134.74,190.96,175.38,159.79,5482,7195,8888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.78%,17.40%
2023/6/20,181,182.5,175.5,176,182.4,181.3,175.73,133.46,134.76,191.04,175.73,160.41,3823,5230,8741,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.43%,17.42%
2023/6/21,176,178,173,175,180.1,181.7,176.08,133.63,134.73,190.98,176.08,161.17,3612,4704,8638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.93%,17.17%
2023/6/26,175,176.5,171,174.5,178.1,181.6,176.45,133.78,134.7,190.79,176.45,162.11,2393,3815,8057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.25%,16.71%
2023/6/27,174.5,179,171,171.5,175.6,180.7,176.98,133.92,134.69,189.69,176.98,164.26,4071,3876,7174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.37%,15.54%
2023/6/28,172.5,174,170,170.5,173.5,178.65,177,134.04,134.74,189.66,177,164.34,2229,3226,5210,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.31%,14.92%
2023/6/29,172,179.5,171,172,172.7,177.55,176.88,134.19,134.86,189.68,176.88,164.07,6651,3791,4511,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.48%,14.70%
2023/6/30,172.5,177,172,177,173.1,176.6,177.03,134.4,135.06,189.76,177.03,164.29,3781,3825,4265,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.39%,14.55%
2023/7/3,179,183,174.5,175,173.2,175.65,176.88,134.59,135.23,189.63,176.88,164.12,4615,4269,4042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.43%,14.49%
2023/7/4,177.5,179.5,176,178,174.5,175.05,177.08,134.78,135.45,189.77,177.08,164.38,4149,4285,4081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.34%,14.41%
2023/7/5,181.5,187.5,180,182,176.8,175.15,177.65,135.01,135.67,190.14,177.65,165.16,10480,5935,4580,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.07%,14.24%
2023/7/6,180,188,178.5,186,179.6,176.15,178.73,135.26,135.88,190.16,178.73,167.29,7655,6136,4964,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.80%,13.52%
2023/7/7,184,185.5,173,181,180.4,176.75,179.23,135.53,136.08,190.13,179.23,168.32,9267,7233,5529,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.17%,12.84%
2023/7/10,180.5,191,180,186,182.6,177.9,179.75,135.81,136.33,190.9,179.75,168.6,8696,8049,6159,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.40%,12.62%
2023/7/11,190.5,197,188,192,185.4,179.95,180.33,136.13,136.62,192.69,180.33,167.96,13117,9843,7064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.71%,13.17%
2023/7/12,193,194,182,182.5,185.5,181.15,179.9,136.41,136.83,191.31,179.9,168.49,8181,9383,7659,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.69%,12.93%
2023/7/13,185,186.5,178.5,178.5,184,181.8,179.68,136.66,137.01,191.01,179.68,168.34,6036,9059,7598,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.62%,12.77%
2023/7/14,181,183,176,177,183.2,181.8,179.2,136.93,137.17,190.14,179.2,168.26,3958,7998,7615,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.21%,12.49%
2023/7/17,177,180,174,176.5,181.3,181.95,178.8,137.21,137.34,189.52,178.8,168.08,2822,6823,7436,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.99%,12.24%
2023/7/18,176.5,178,172,172,177.3,181.35,178.2,137.48,137.47,189.03,178.2,167.37,3514,4902,7373,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.16%,12.20%
2023/7/19,174,176,169,171.5,175.1,180.3,177.73,137.76,137.58,188.85,177.73,166.6,3838,4034,6708,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.52%,12.36%
2023/7/20,171,173,168.5,169.5,173.3,178.65,177.4,138.05,137.65,189.08,177.4,165.72,2439,3314,6187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.16%,12.76%
2023/7/21,168.5,170,164,167.5,171.4,177.3,177.03,138.32,137.76,189.44,177.03,164.61,3088,3140,5569,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.03%,13.40%
2023/7/24,168,168.5,161,163,168.7,175,176.45,138.57,137.88,190.27,176.45,162.63,2982,3172,4998,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.66%,14.53%
2023/7/25,163,166,162,165,167.3,172.3,176.13,138.84,137.99,190.68,176.13,161.57,2652,3000,3951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.53%,15.53%
2023/7/26,164,164,156,157,164.4,169.75,175.45,139.08,138.07,192.09,175.45,158.81,3860,3004,3519,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.97%,17.25%
2023/7/27,156,164,156,164,163.3,168.3,175.05,139.4,138.16,192.37,175.05,157.73,3723,3261,3288,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.79%,18.52%
2023/7/28,162,167,159,166.5,163.1,167.25,174.53,139.72,138.28,192.21,174.53,156.84,3397,3323,3232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.27%,19.39%
2023/7/31,166,169,160.5,161,162.7,165.7,173.83,140.04,138.39,192.46,173.83,155.19,2915,3309,3241,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.45%,20.42%
2023/8/1,162,164,158,158.5,161.4,164.35,172.85,140.36,138.49,192.53,172.85,153.17,1724,3124,3062,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.77%,21.59%
2023/8/2,160,163.5,157.5,157.5,161.5,162.95,171.63,140.66,138.59,191.91,171.63,151.34,2275,2807,2906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.64%,22.62%
2023/8/4,158,163.5,154,163,161.3,162.3,170.48,140.97,138.69,189.96,170.48,150.99,1804,2423,2842,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.86%,22.74%
2023/8/7,161.5,166,160.5,162.5,160.5,161.8,169.55,141.27,138.78,188.7,169.55,150.4,1668,2077,2700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.59%,22.67%
2023/8/8,164.5,167,162.5,162.5,160.8,161.75,168.38,141.57,138.88,186.18,168.38,150.57,2418,1978,2644,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.15%,21.91%
2023/8/9,162.5,164,158,159.5,161,161.2,166.75,141.84,138.99,181.27,166.75,152.23,1430,1919,2521,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.41%,19.66%
2023/8/10,159,161.5,154,155,160.5,161,165.38,142.11,139.07,178.84,165.38,151.91,2053,1875,2341,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.28%,17.97%
2023/8/11,156,156.5,150,152,158.3,159.8,164.05,142.39,139.12,177.3,164.05,150.8,2459,2006,2214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.15%,17.06%
2023/8/14,151,151.5,147,147.5,155.3,157.9,162.58,142.66,139.11,176.29,162.58,148.86,1799,2032,2055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.87%,16.96%
