時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超,投信持股,買進,賣出,投信持股比例,買賣超,外資持股,買進,賣出,外資持股比例,買賣超,自營商持股,買進,賣出,自營商持股比例,融資(張),差額(張),買進(張),賣出(張),現償(張),使用率,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,投信買超佔成交量比重,BBand width,Band%EMA3
2022/2/24,215,225.5,211,211,214.5,218.95,226,348.9,386.81,245.73,226,206.27,3019,1682,1247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.46%,17.95%
2022/2/25,212.5,223,212,213.5,214,217.05,224.53,347.82,385.34,243.34,224.53,205.71,3011,1865,1484,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.76%,17.35%
2022/3/1,214.5,221,214,220,215.3,216.9,223.38,346.71,383.96,240.24,223.38,206.51,1119,1915,1495,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.10%,16.23%
2022/3/2,217,217.5,214,216.5,215.8,216.45,222.43,345.43,382.6,238.58,222.43,206.27,823,1880,1510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.52%,15.38%
2022/3/3,219,222,215,215.5,215.3,216,221.83,344.24,381.22,238.07,221.83,205.58,616,1718,1481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.65%,15.01%
2022/3/4,214.5,214.5,210,210,215.1,214.8,221.35,343.22,379.64,238.38,221.35,204.32,938,1301,1492,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.38%,15.20%
2022/3/7,210,210,193,193,211,212.5,219.95,342.02,378.05,240.99,219.95,198.91,1806,1060,1463,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.13%,17.17%
2022/3/8,187.5,194.5,178,178.5,202.7,209,217.1,340.76,376.34,243.66,217.1,190.54,2627,1362,1639,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.47%,20.82%
2022/3/9,184.5,184.5,178,180,195.4,205.6,214.58,339.47,374.52,244.9,214.58,184.25,1650,1527,1704,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.26%,24.54%
2022/3/10,186,197.5,184.5,195.5,191.4,203.35,212.4,338.21,372.84,241.62,212.4,183.18,2005,1805,1761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.52%,26.03%
2022/3/11,192,192.5,186,188.5,187.1,201.1,210.03,336.84,371.14,238.91,210.03,181.14,1388,1895,1598,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.50%,26.77%
2022/3/14,190,191.5,184,186,185.7,198.35,207.7,335.52,369.46,236.46,207.7,178.94,807,1695,1378,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27.69%,27.23%
2022/3/15,183,183.5,173,174,184.8,193.75,205.33,334.08,367.77,236.85,205.33,173.8,1562,1482,1422,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.70%,28.97%
2022/3/16,178.5,178.5,171.5,175,183.8,189.6,203.03,332.65,366.1,236.3,203.03,169.75,1020,1356,1442,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.78%,30.87%
2022/3/17,181,184,179.5,180,180.7,186.05,201.03,331.15,364.47,234.78,201.03,167.27,1563,1268,1537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.59%,32.23%
2022/3/18,181.5,185,176,184.5,179.9,183.5,199.15,329.58,362.84,232.2,199.15,166.1,1066,1204,1549,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.19%,32.71%
2022/3/21,187.5,190,183.5,184.5,179.6,182.65,197.58,327.94,360.98,230.26,197.58,164.89,746,1191,1443,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.09%,32.90%
2022/3/22,184.5,188,184,184.5,181.7,183.25,196.13,326.32,359.2,228.43,196.13,163.82,462,971,1227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.94%,32.92%
2022/3/23,185.5,188.5,184.5,186.5,184,183.9,194.75,324.72,357.35,226.22,194.75,163.28,709,909,1133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.32%,32.62%
2022/3/24,183.5,184,178,182,184.4,182.55,192.95,323.04,355.47,222.98,192.95,162.92,1283,853,1061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31.13%,31.87%
2022/3/25,183.5,185.5,179,179,183.3,181.6,191.35,321.37,353.57,220.77,191.35,161.93,709,782,993,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.75%,31.31%
2022/3/28,179,179,170,174.5,181.3,180.45,189.4,319.74,351.66,217.84,189.4,160.96,1176,868,1030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.03%,30.67%
2022/3/29,177,178.5,175,176.5,179.7,180.7,187.23,318.01,349.62,212.44,187.23,162.01,612,898,935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.94%,28.80%
2022/3/30,178.5,183,178.5,181.5,178.7,181.35,185.48,316.36,347.67,206.9,185.48,164.05,1004,957,933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.10%,25.95%
2022/3/31,181,193.5,181,190,180.3,182.35,184.2,314.66,345.89,200.82,184.2,167.58,2815,1263,1058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.04%,22.00%
2022/4/1,185,197.5,184,193,183.1,183.2,183.35,312.98,344.25,195.82,183.35,170.88,4242,1970,1376,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.61%,17.80%
2022/4/6,191.5,195.5,177,178.5,183.9,182.6,182.63,311.21,342.58,194.44,182.63,170.81,4688,2672,1770,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.94%,15.37%
2022/4/7,173.5,183.5,172.5,175,183.6,181.65,182.45,309.42,341.04,194.6,182.45,170.3,2522,3054,1976,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.32%,14.35%
2022/4/8,180,192.5,176,192.5,185.8,182.25,183.08,307.77,339.46,195.93,183.08,170.22,3813,3616,2286,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.04%,14.19%
2022/4/11,195,198,187,188.5,185.5,182.9,182.73,306.1,337.9,194.54,182.73,170.91,6935,4440,2852,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.93%,13.56%
2022/4/12,189.5,207,184.5,201,187.1,185.1,183.35,304.56,336.48,197.43,183.35,169.27,9681,5528,3749,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.36%,14.46%
2022/4/13,199.5,206,197,202,191.8,187.85,184.15,302.96,335.03,200.39,184.15,167.91,6751,5940,4306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.64%,16.05%
2022/4/14,203,213.5,200,203,197.4,190.5,185.6,301.42,333.61,203.09,185.6,168.11,7690,6974,5014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.85%,17.45%
2022/4/15,201,202.5,192,194,197.7,191.75,186.55,299.83,332.22,203.69,186.55,169.41,3958,7003,5310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.38%,17.91%
2022/4/18,192,197.5,187,194,198.8,192.15,187.25,298.29,330.73,204.41,187.25,170.09,3307,6277,5359,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.33%,18.12%
2022/4/19,195.5,204,195.5,203.5,199.3,193.2,188.2,296.69,329.29,206.7,188.2,169.7,5283,5398,5463,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.66%,18.89%
2022/4/20,207,211.5,205,205,199.9,195.85,189.23,295.17,327.82,209.02,189.23,169.44,5820,5212,5576,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.92%,19.90%
2022/4/21,206,225,205,216,202.5,199.95,190.8,293.65,326.46,213.62,190.8,167.98,9586,5591,6282,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.92%,21.91%
2022/4/22,213.5,222,212,215.5,206.8,202.25,192.25,292.16,325.09,217.36,192.25,167.14,7601,6319,6661,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.12%,24.02%
2022/4/25,206,208.5,199,199,207.8,203.3,193.1,290.68,323.88,217.91,193.1,168.29,4077,6473,6375,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.70%,24.86%
2022/4/26,202.5,205,194,195,206.1,202.7,193.9,289.24,322.85,217.86,193.9,169.94,3571,6131,5764,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24.72%,24.79%
2022/4/27,186,190.5,182,186.5,202.4,201.15,194.5,287.75,321.84,217.05,194.5,171.95,4095,5786,5499,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.19%,23.99%
2022/4/28,187,204.5,183,201,199.4,200.95,195.73,286.33,320.84,216.84,195.73,174.61,5662,5001,5296,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.58%,22.78%
2022/4/29,199.5,210.5,199.5,202.5,196.8,201.8,196.78,284.87,319.71,217.03,196.78,176.52,7854,5052,5686,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.59%,21.69%
2022/5/3,204.5,210,202,210,199,203.4,197.78,283.57,318.7,218.56,197.78,176.99,5771,5391,5932,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21.02%,21.35%
2022/5/4,212.5,220,209.5,220,204,205.05,199.13,282.36,317.89,221.91,199.13,176.34,7167,6110,6120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.88%,22.12%
2022/5/5,225,230,221.5,225,211.7,207.05,201.45,281.13,317.02,224.82,201.45,178.08,7841,6859,6323,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23.20%,22.66%
2022/5/6,214,218,212.5,214.5,214.4,206.9,203.43,279.88,316.13,224.04,203.43,182.81,3975,6522,5761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.26%,21.46%
2022/5/9,213,213,206,208,215.5,206.15,204.2,278.56,315.17,224.27,204.2,184.13,2958,5542,5297,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.66%,20.56%
2022/5/10,203,218,201.5,218,217.1,208.05,205.68,277.31,314.21,225.24,205.68,186.11,4082,5205,5298,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.03%,19.79%
2022/5/11,217,221.5,210.5,213,215.7,209.85,206.28,276.06,313.16,225.97,206.28,186.58,4210,4613,5362,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.09%,19.44%
2022/5/12,210,220,210,210.5,212.8,212.25,206.7,274.84,312.17,226.37,206.7,187.03,3763,3798,5328,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.03%,19.24%
2022/5/13,216,217,213,215,212.9,213.65,207.3,273.68,311.14,227.21,207.3,187.39,2007,3404,4963,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19.21%,19.22%
2022/5/16,218,219.5,206,206,212.5,214,207.9,272.47,310.08,226.88,207.9,188.92,3036,3420,4481,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18.25%,18.74%
2022/5/17,207,212.5,204,212,211.3,214.2,208.8,271.39,308.96,226.73,208.8,190.87,2181,3039,4122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.18%,17.96%
2022/5/18,214,214.5,206.5,206.5,210,212.85,208.95,270.33,307.75,226.75,208.95,191.15,1874,2572,3593,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17.04%,17.50%
2022/5/19,201.5,211.5,201.5,211.5,210.2,211.5,209.28,269.26,306.49,227.01,209.28,191.54,2071,2234,3016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.95%,17.22%
2022/5/20,211,211,206.5,206.5,208.5,210.7,208.8,268.18,305.23,226.3,208.8,191.3,1321,2097,2750,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.76%,16.99%
2022/5/23,208,214,206,210.5,209.4,210.95,208.55,266.99,304,225.8,208.55,191.3,2165,1922,2671,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.54%,16.77%
2022/5/24,210.5,212,202.5,203.5,207.7,209.5,208.78,265.88,302.69,225.63,208.78,191.92,1571,1800,2420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16.15%,16.46%
2022/5/25,205,207.5,203.5,204.5,207.3,208.65,209.25,264.82,301.4,225.03,209.25,193.47,950,1616,2094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15.08%,15.77%
2022/5/26,207.5,209,197,197,204.4,207.3,209.78,263.76,300.14,222.98,209.78,196.57,1801,1562,1898,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.59%,14.18%
2022/5/27,201.5,203,200,201,203.3,205.9,209.78,262.77,298.8,222.98,209.78,196.57,1032,1504,1800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.59%,13.39%
2022/5/30,204,214,204,212,203.6,206.5,210.25,261.79,297.55,223.05,210.25,197.45,2205,1512,1717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.18%,12.78%
2022/5/31,209,223,208,217.5,206.4,207.05,210.63,260.87,296.25,223.81,210.63,197.44,5354,2268,2034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.52%,12.65%
2022/6/1,217.5,228.5,216.5,222.5,210,208.65,210.75,259.93,294.97,224.33,210.75,197.17,5305,3139,2378,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.89%,12.77%
2022/6/2,222,225,216,217,214,209.2,210.35,259.04,293.65,222.64,210.35,198.06,2722,3324,2443,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.68%,12.23%
2022/6/6,218,223,213,222.5,218.3,210.8,210.75,258.18,292.36,224.03,210.75,197.47,2186,3554,2529,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.61%,12.42%
2022/6/7,221.5,225,219,221,220.1,211.85,211.4,257.36,291.11,225.34,211.4,197.46,2882,3690,2601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.19%,12.80%
2022/6/8,222,226.5,217.5,218.5,220.3,213.35,211.43,256.65,289.84,225.41,211.43,197.44,3365,3292,2780,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.23%,13.02%
2022/6/9,217.5,219.5,215.5,217.5,219.3,214.65,211.65,255.89,288.63,225.87,211.65,197.43,1079,2447,2793,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.44%,13.23%
