時間,開盤價,最高價,最低價,收盤價,SMA5,SMA10,SMA20,SMA200,SMA240,UB2.00,BBandMA20,LB2.00,成交量,MA5,MA10,買賣超(張),投信持股(張),買進(張),賣出(張),投信持股比例,買賣超(張),外資持股(張),買進(張),賣出(張),外資持股比例,買賣超(張),自營商持股(張),買進(張),賣出(張),自營商持股比例,投信買進均價,投信賣出均價,佔比(%),投信未平倉買口,投信未平倉賣口,投信未平倉淨口,投信成本線,累計買賣超,比例%,近 5 期，投信買超佔成交量比重,BBand width,Band%EMA3
2021/10/20,87.7,89.2,86.3,89.2,87.14,86.4,87.78,91.69,84.08,92.8,87.78,82.75,22,20,15,0,0,0,0,0.00%,-5,768,0,5,2.71%,0,0,0,0,0.00%,0,0,0.64,14047,16753,-2706,87.79,0,0,0,11.46%,11.64%
2021/10/21,92.5,92.5,88.8,88.8,87.7,86.74,87.77,91.9,84.27,92.79,87.77,82.75,28,21,16,0,0,0,0,0.00%,-4,764,0,4,2.70%,0,0,0,0,0.00%,0,0,0.076,12801,16738,-3937,89.92,0,0,0,11.45%,11.54%
2021/10/22,90.5,90.5,88.8,90.5,88.5,87.14,87.89,92.1,84.46,93.05,87.89,82.72,28,22,18,0,0,0,0,0.00%,-2,762,1,3,2.69%,0,0,0,0,0.00%,0,0,0.13,12719,16736,-4017,89.55,0,0,0,11.75%,11.65%
2021/10/25,90,90,88.1,90,89.3,87.52,87.95,92.28,84.65,93.18,87.95,82.72,21,24,20,0,0,0,0,0.00%,-2,760,0,2,2.68%,0,0,0,0,0.00%,0,0,-0.03,12703,16738,-4035,88.78,0,0,0,11.90%,11.77%
2021/10/26,90,92.7,90,91.9,90.08,88.11,88.07,92.44,84.84,93.53,88.07,82.6,38,27,22,0,0,0,0,0.00%,-1,759,0,1,2.68%,0,0,0,0,0.00%,0,0,0.086,12776,16455,-3679,91.05,0,0,0,12.42%,12.10%
2021/10/27,94.9,94.9,91.6,91.6,90.56,88.85,87.91,92.6,85.04,92.76,87.91,83.06,18,27,23,0,0,0,0,0.00%,0,759,0,0,2.68%,0,0,0,0,0.00%,0,0,0.026,12699,16452,-3753,92.29,0,0,0,11.03%,11.56%
2021/10/28,91,91.6,89,89,90.6,89.15,87.76,92.75,85.22,92.24,87.76,83.27,22,25,23,0,0,0,0,0.00%,2,761,2,0,2.69%,0,0,0,0,0.00%,0,0,0.17,12583,16455,-3872,89.6,0,0,0,10.23%,10.90%
2021/10/29,89,90,88.2,88.4,90.18,89.34,87.66,92.9,85.4,91.99,87.66,83.32,7,21,22,0,0,0,0,0.00%,0,761,0,0,2.69%,0,0,0,0,0.00%,0,0,0.14,12485,16619,-4134,89.14,0,0,0,9.89%,10.39%
2021/11/1,90.8,93,90.8,93,90.78,90.04,87.96,93.04,85.6,92.86,87.96,83.06,28,23,23,0,0,0,0,0.00%,0,761,0,0,2.69%,0,0,0,0,0.00%,0,0,0.1,12580,16396,-3816,91.92,0,0,0,11.14%,10.77%
2021/11/2,95.4,95.4,91.1,91.3,90.66,90.37,88.3,93.14,85.8,93.14,88.3,83.46,21,19,23,0,0,0,0,0.00%,-2,759,0,2,2.68%,0,0,0,0,0.00%,0,0,-0.011,12535,16507,-3972,92.7,0,0,0,10.95%,10.86%
2021/11/3,91.3,91.5,91,91,90.54,90.55,88.48,93.2,85.99,93.43,88.48,83.52,8,17,22,0,0,0,0,0.00%,-1,758,0,1,2.68%,0,0,0,0,0.00%,0,0,-0.57,12592,16497,-3905,91.32,0,0,0,11.21%,11.04%
2021/11/4,91.2,91.6,91,91,90.94,90.77,88.76,93.26,86.19,93.62,88.76,83.89,17,16,21,0,0,0,0,0.00%,0,758,0,0,2.68%,0,0,0,0,0.00%,0,0,-0.2,12612,16176,-3564,91.28,0,0,0,10.96%,11.00%
2021/11/5,90.5,91.1,90.5,91.1,91.48,90.83,88.99,93.35,86.38,93.84,88.99,84.13,8,16,19,0,0,0,0,0.00%,0,758,0,0,2.68%,0,0,0,0,0.00%,0,0,-0.088,12650,15701,-3051,90.95,0,0,0,10.90%,10.95%
2021/11/8,91.5,91.8,91.5,91.6,91.2,90.99,89.26,93.44,86.58,94.06,89.26,84.45,8,12,18,0,0,0,0,0.00%,-1,757,0,1,2.67%,0,0,0,0,0.00%,0,0,0.0082,12763,15481,-2718,91.59,0,0,0,10.76%,10.86%
2021/11/9,91,92.8,91,92.8,91.5,91.08,89.6,93.57,86.77,94.39,89.6,84.8,17,12,15,0,0,0,0,0.00%,1,758,1,0,2.68%,0,0,0,0,0.00%,0,0,0.073,12714,15162,-2448,91.5,0,0,0,10.70%,10.78%
2021/11/10,92,92.1,92,92,91.7,91.12,89.99,93.67,86.96,94.19,89.99,85.78,5,11,14,0,0,0,0,0.00%,0,758,0,0,2.68%,0,0,0,0,0.00%,0,0,0.25,12634,14882,-2248,92.02,0,0,0,9.36%,10.07%
2021/11/11,92.7,92.7,91.5,91.5,91.8,91.37,90.26,93.79,87.15,94.09,90.26,86.43,17,11,14,0,0,0,0,0.00%,0,758,0,0,2.68%,0,0,0,0,0.00%,0,0,0.051,12592,14595,-2003,92.21,0,0,0,8.50%,9.28%
2021/11/12,93,93.5,91.5,92.9,92.16,91.82,90.58,93.91,87.35,94.17,90.58,86.99,16,13,15,0,0,0,0,0.00%,0,758,0,0,2.68%,0,0,0,0,0.00%,0,0,0.34,12638,14588,-1950,92.86,0,0,0,7.92%,8.60%
2021/11/15,93.5,102,93.5,102,94.24,92.72,91.38,94.08,87.58,97.05,91.38,85.71,124,36,24,0,0,0,0,0.00%,4,762,5,1,2.69%,0,0,0,0,0.00%,0,0,0.0041,12616,14269,-1653,98.86,0,0,0,12.42%,10.51%
2021/11/16,102.5,112,102,112,98.08,94.79,92.58,94.31,87.86,103.03,92.58,82.13,166,66,39,0,0,0,0,0.00%,0,762,3,3,2.69%,0,0,0,0,0.00%,0,0,0.52,12678,14267,-1589,109.27,0,0,0,22.57%,16.54%
2021/11/17,115,122.5,112,115,102.68,97.19,93.87,94.53,88.15,108.04,93.87,79.7,150,95,53,0,0,0,0,0.00%,-7,755,0,7,2.66%,0,0,0,0,0.00%,0,0,0.24,12770,14117,-1347,115.92,0,0,0,30.19%,23.36%
2021/11/18,116,116,110,112,106.78,99.29,95.03,94.74,88.43,111.03,95.03,79.03,82,108,59,0,0,0,0,0.00%,4,759,6,2,2.68%,0,0,0,0,0.00%,0,0,-0.17,12713,13956,-1243,112.22,0,0,0,33.67%,28.52%
2021/11/19,112,114,108,110,110.2,101.18,96.01,94.96,88.7,113.12,96.01,78.89,62,117,65,0,0,0,0,0.00%,-10,749,0,10,2.64%,0,0,0,0,0.00%,0,0,-0.17,12583,13957,-1374,111,0,0,0,35.65%,32.09%
2021/11/22,108.5,112,108.5,111,112,103.12,97.06,95.18,88.97,115.12,97.06,78.99,37,99,68,0,0,0,0,0.00%,-2,747,1,3,2.64%,0,0,0,0,0.00%,0,0,-0.15,12582,13957,-1375,110.24,0,0,0,37.22%,34.65%
2021/11/23,111,111,105,106,110.8,104.44,97.76,95.36,89.22,116.06,97.76,79.46,42,75,70,0,0,0,0,0.00%,-4,743,0,4,2.62%,0,0,0,0,0.00%,0,0,-0.11,12442,14287,-1845,108.27,0,0,0,37.44%,36.05%
2021/11/24,111,116.5,111,116.5,111.1,106.89,99.01,95.57,89.51,118.79,99.01,79.22,54,55,75,0,0,0,0,0.00%,-1,742,2,3,2.62%,0,0,0,0,0.00%,0,0,-0.2,12388,14287,-1899,115.59,0,0,0,39.97%,38.01%
2021/11/25,123,128,120.5,128,114.3,110.54,100.96,95.85,89.86,123.85,100.96,78.06,320,103,105,0,0,0,0,0.00%,-2,740,9,11,2.61%,0,0,0,0,0.00%,0,0,0.014,12376,14287,-1911,125.81,0,0,0,45.36%,41.68%
2021/11/26,125,125,115.5,116.5,115.6,112.9,102.36,96.09,90.15,125.45,102.36,79.27,257,142,129,0,0,0,0,0.00%,-17,723,0,17,2.55%,1,1,1,0,0.00%,0,0,-0.33,12157,14940,-2783,119.03,0,0,0,45.12%,43.40%
2021/11/29,110,116,110,113,116,114,103.36,96.31,90.44,126.48,103.36,80.24,117,158,129,0,0,0,0,0.00%,-3,720,6,9,2.54%,0,1,0,0,0.00%,0,0,-0.038,12207,14945,-2738,112.18,0,0,0,44.73%,44.06%
2021/11/30,115,117,112.5,115,117.8,114.3,104.55,96.53,90.72,127.5,104.55,81.59,71,164,119,0,0,0,0,0.00%,-12,708,1,13,2.50%,-1,0,0,1,0.00%,0,0,0.088,12287,14972,-2685,114.44,0,0,0,43.91%,43.98%
2021/12/1,109.5,113.5,109.5,112.5,117,114.05,105.62,96.74,90.99,127.94,105.62,83.3,30,159,107,0,0,0,0,0.00%,-4,694,0,4,2.45%,0,0,0,0,0.00%,0,0,-0.28,12410,14480,-2070,112.7,0,0,0,42.26%,43.12%
2021/12/2,114,114,110,110.5,113.5,113.9,106.6,96.94,91.25,127.96,106.6,85.23,46,104,104,0,0,0,0,0.00%,-10,684,0,10,2.41%,0,0,0,0,0.00%,0,0,-0.14,12479,14320,-1841,111.19,0,0,0,40.08%,41.60%
2021/12/3,111,114,110.5,111.5,112.5,114.05,107.62,97.14,91.52,127.84,107.62,87.39,36,60,101,0,0,0,0,0.00%,-3,681,0,3,2.40%,0,0,0,0,0.00%,0,0,0.31,12481,14315,-1834,112.65,0,0,0,37.58%,39.59%
2021/12/6,112,113.5,112,112,112.3,114.15,108.64,97.35,91.79,127.54,108.64,89.73,23,41,100,0,0,0,0,0.00%,0,681,0,0,2.40%,0,0,0,0,0.00%,0,0,-0.14,12477,14317,-1840,112.7,0,0,0,34.80%,37.19%
2021/12/7,112,112.5,107,107.5,110.8,114.3,109.37,97.53,92.04,126.84,109.37,91.9,66,40,102,0,0,0,0,0.00%,-1,680,0,1,2.40%,1,1,1,0,0.00%,0,0,0.4,13726,14213,-487,108.48,0,0,0,31.95%,34.57%
2021/12/8,108,108,106,106,109.5,113.25,110.07,97.71,92.28,125.73,110.07,94.41,62,47,103,0,0,0,0,0.00%,-4,675,3,7,2.38%,0,1,0,0,0.00%,0,0,0.27,14295,14166,129,107.05,0,0,0,28.45%,31.51%
2021/12/9,106.5,108.5,106,106.5,108.7,111.1,110.82,97.88,92.52,124.11,110.82,97.53,21,42,73,0,0,0,0,0.00%,0,675,0,0,2.38%,0,1,0,0,0.00%,0,0,-0.055,14368,14171,197,106.95,0,0,0,23.98%,27.75%
2021/12/10,106.5,108,106.5,107,107.8,110.15,111.53,98.05,92.76,122.17,111.53,100.88,6,36,48,0,0,0,0,0.00%,0,675,0,0,2.38%,0,1,0,0,0.00%,0,0,0.048,14425,14172,253,107.09,0,0,0,19.08%,23.41%
2021/12/13,105,105,100,104,106.2,109.25,111.63,98.2,93,121.94,111.63,101.31,43,40,40,0,0,0,0,0.00%,-1,674,0,1,2.38%,0,1,0,0,0.00%,0,0,-0.053,14398,14382,16,102.67,0,0,0,18.48%,20.95%
2021/12/14,104,105,99.6,101.5,105,107.9,111.1,98.35,93.22,122.31,111.1,99.89,42,35,38,0,0,0,0,0.00%,-1,673,0,1,2.37%,0,1,0,0,0.00%,0,0,0.51,14556,14812,-256,102.1,0,0,0,20.19%,20.57%
2021/12/15,100,102,100,102,104.2,106.85,110.45,98.49,93.44,122.18,110.45,98.72,8,24,35,0,0,0,0,0.00%,0,673,0,0,2.37%,0,1,0,0,0.00%,0,0,0.93,14959,14817,142,101.69,0,0,0,21.24%,20.90%
2021/12/16,102.5,103,101,101,103.1,105.9,109.9,98.59,93.66,122.3,109.9,97.5,13,22,32,0,0,0,0,0.00%,-1,672,0,1,2.37%,0,1,0,0,0.00%,0,0,0.7,15153,14378,775,101.96,0,0,0,22.57%,21.73%
2021/12/17,102,102,100,100,101.7,104.75,109.4,98.72,93.87,122.53,109.4,96.27,13,24,30,0,0,0,0,0.00%,0,672,0,0,2.37%,0,1,0,0,0.00%,0,0,0.8,15184,14379,805,100.81,0,0,0,24.00%,22.87%
2021/12/20,101.5,102,100,100.5,101,103.6,108.88,98.86,94.06,122.53,108.88,95.22,11,17,29,0,0,0,0,0.00%,0,672,0,0,2.37%,0,1,0,0,0.00%,0,0,1.07,14990,14663,327,100.55,0,0,0,25.09%,23.98%
2021/12/21,100.5,100.5,100,100,100.7,102.85,108.58,99.01,94.23,122.73,108.58,94.42,6,10,23,0,0,0,0,0.00%,0,672,0,0,2.37%,0,1,0,0,0.00%,0,0,1.29,15173,14333,840,100.33,0,0,0,26.07%,25.03%
2021/12/22,101,106,101,105,101.3,102.75,108,99.19,94.42,121.75,108,94.25,15,12,18,0,0,0,0,0.00%,0,672,0,0,2.37%,0,1,0,0,0.00%,0,0,0.87,15206,14323,883,103.18,0,0,0,25.46%,25.24%
2021/12/23,105,107,105,107,102.5,102.8,106.95,99.38,94.62,117.19,106.95,96.71,8,11,17,0,0,0,0,0.00%,0,672,0,0,2.37%,0,1,0,0,0.00%,0,0,0.13,15039,14107,932,106.56,0,0,0,19.14%,22.19%
2021/12/24,104,104,102,102.5,103,102.35,106.25,99.55,94.8,115.66,106.25,96.84,8,10,17,0,0,0,0,0.00%,0,672,0,0,2.37%,0,1,0,0,0.00%,0,0,-0.081,15047,14107,940,102.76,0,0,0,17.71%,19.95%
2021/12/27,106,106,102.5,102.5,103.4,102.2,105.73,99.71,94.95,114.73,105.73,96.72,3,8,13,0,0,0,0,0.00%,0,672,0,0,2.37%,0,1,0,0,0.00%,0,0,-0.31,15038,13892,1146,103.81,0,0,0,17.04%,18.50%
2021/12/28,104.5,105.5,104,105.5,104.5,102.6,105.25,99.88,95.1,113.19,105.25,97.31,22,11,11,0,0,0,0,0.00%,1,673,1,0,2.37%,0,1,0,0,0.00%,0,0,0.21,15120,13724,1396,105,0,0,0,15.09%,16.79%
2021/12/29,107.5,108,105.5,108,105.1,103.2,105.03,100.06,95.22,112.36,105.03,97.69,26,13,13,0,0,0,0,0.00%,2,675,2,0,2.38%,0,1,0,0,0.00%,0,0,0.11,15194,13568,1626,106.86,0,0,0,13.97%,15.38%
2021/12/30,106,108,105.5,107,105.1,103.8,104.85,100.23,95.34,111.82,104.85,97.89,17,15,13,0,0,0,0,0.00%,0,675,0,0,2.38%,0,1,0,0,0.00%,0,0,-0.19,15287,13633,1654,106.66,0,0,0,13.29%,14.33%
2022/1/3,107.5,111,107,111,106.8,104.9,104.83,100.42,95.49,111.7,104.83,97.95,46,23,16,0,0,0,0,0.00%,4,678,4,1,2.39%,0,1,0,0,0.00%,0,0,0.026,15356,13514,1842,109.06,0,0,0,13.11%,13.72%
2022/1/4,114.5,114.5,108,108,107.9,105.65,104.63,100.6,95.64,110.85,104.63,98.4,22,27,17,0,0,0,0,0.00%,0,678,0,0,2.39%,0,1,0,0,0.00%,0,0,0.053,15524,13134,2390,109.02,0,0,0,11.91%,12.81%
2022/1/5,105.5,106,105.5,105.5,107.9,106.2,104.53,100.76,95.8,110.63,104.53,98.42,14,25,18,0,0,0,0,0.00%,-1,677,0,1,2.39%,0,1,0,0,0.00%,0,0,0.16,16039,13136,2903,105.62,0,0,0,11.68%,12.25%
2022/1/6,105,106.5,104,106.5,107.6,106.35,104.55,100.94,95.95,110.68,104.55,98.42,14,23,18,0,0,0,0,0.00%,0,677,0,0,2.39%,0,1,0,0,0.00%,0,0,-0.27,16069,13424,2645,104.56,0,0,0,11.73%,11.99%
2022/1/7,106,106,103,103,106.8,105.95,104.38,101.1,96.09,110.47,104.38,98.28,23,24,20,0,0,0,0,0.00%,0,677,0,0,2.39%,0,1,0,0,0.00%,0,0,-0.08,15960,13718,2242,103.85,0,0,0,11.69%,11.84%
2022/1/10,102,105.5,102,105.5,105.7,106.25,104.3,101.27,96.24,110.3,104.3,98.3,15,18,20,0,0,0,0,0.00%,-1,676,0,1,2.39%,-1,0,0,1,0.00%,0,0,-0.18,16080,13544,2536,102.83,0,0,0,11.51%,11.67%
2022/1/11,104,106,103.5,106,105.3,106.6,104.4,101.45,96.4,110.45,104.4,98.35,18,17,22,0,0,0,0,0.00%,-3,673,0,3,2.38%,0,0,0,0,0.00%,0,0,0.17,16091,13590,2501,104.67,0,0,0,11.58%,11.63%
2022/1/12,106,106,103.5,104,105,106.45,104.53,101.61,96.56,110.43,104.53,98.62,8,16,20,0,0,0,0,0.00%,-1,672,0,1,2.37%,0,0,0,0,0.00%,0,0,-0.34,16250,13682,2568,104.32,0,0,0,11.30%,11.46%
2022/1/13,105,105,102,104.5,104.6,106.1,104.65,101.77,96.7,110.44,104.65,98.86,21,17,20,0,0,0,0,0.00%,-4,668,0,4,2.36%,0,0,0,0,0.00%,0,0,0.61,16299,13670,2629,103.05,0,0,0,11.06%,11.26%
2022/1/14,102,103,102,103,104.6,105.7,104.75,101.91,96.84,110.35,104.75,99.15,6,14,19,0,0,0,0,0.00%,-1,667,0,1,2.36%,0,0,0,0,0.00%,0,0,0.76,16304,13680,2624,102.17,0,0,0,10.69%,10.98%
2022/1/17,103,103.5,103,103,104.1,104.9,104.9,102.05,96.99,110.13,104.9,99.67,8,12,15,0,0,0,0,0.00%,0,667,0,0,2.36%,0,0,0,0,0.00%,0,0,0.093,16398,13616,2782,103.37,0,0,0,9.97%,10.47%
2022/1/18,105,113,105,113,105.5,105.4,105.53,102.23,97.18,111.45,105.53,99.61,134,35,26,0,0,0,0,0.00%,-1,666,0,1,2.35%,0,0,0,0,0.00%,0,0,0.24,16409,14029,2380,112.44,0,0,0,11.22%,10.85%
2022/1/19,113.5,114,105,107,106.1,105.55,105.88,102.37,97.34,111.25,105.88,100.5,132,60,38,0,0,0,0,0.00%,-5,661,0,5,2.33%,0,0,0,0,0.00%,0,0,0.41,16397,14674,1723,108.23,0,0,0,10.15%,10.50%
2022/1/20,104.5,105,103,104,106,105.3,105.83,102.49,97.46,111.25,105.83,100.4,41,64,41,0,0,0,0,0.00%,-4,657,0,4,2.32%,0,0,0,0,0.00%,0,0,-0.28,16497,14604,1893,103.93,0,0,0,10.25%,10.38%
2022/1/21,102.5,103,100.5,101,105.6,105.1,105.53,102.6,97.58,111.31,105.53,99.74,31,69,41,0,0,0,0,0.00%,-6,651,0,6,2.30%,0,0,0,0,0.00%,0,0,0.89,16621,15286,1335,101.68,0,0,0,10.96%,10.67%
2022/1/24,99.9,100,97,98.1,104.62,104.36,105.31,102.7,97.7,111.82,105.31,98.79,30,74,43,0,0,0,0,0.00%,-5,646,0,5,2.28%,0,0,0,0,0.00%,0,0,0.75,16795,15172,1623,98.27,0,0,0,12.37%,11.52%
2022/1/25,98.1,99.4,97.6,98,101.62,103.56,105.08,102.76,97.82,112.25,105.08,97.91,22,51,43,0,0,0,0,0.00%,-2,644,1,3,2.27%,0,0,0,0,0.00%,0,0,1.46,16768,15760,1008,98.35,0,0,0,13.64%,12.58%
2022/1/26,98,102.5,98,99.9,100.2,103.15,104.8,102.85,97.95,112.31,104.8,97.29,15,28,44,0,0,0,0,0.00%,-1,643,0,1,2.27%,0,0,0,0,0.00%,0,0,0.89,17240,15790,1450,100.4,0,0,0,14.33%,13.45%
2022/2/7,100,100,99.5,99.6,99.32,102.66,104.38,102.93,98.07,112.06,104.38,96.7,15,23,43,0,0,0,0,0.00%,-1,643,0,1,2.27%,0,0,0,0,0.00%,0,0,0.59,16977,15334,1643,99.63,0,0,0,14.72%,14.09%
2022/2/8,100,103,100,103,99.72,102.66,104.18,103.05,98.2,111.79,104.18,96.57,13,19,44,0,0,0,0,0.00%,0,643,0,0,2.27%,0,0,0,0,0.00%,0,0,0.94,17122,15110,2012,101,0,0,0,14.60%,14.34%
2022/2/9,103,106,102,105,101.1,102.86,103.88,103.18,98.35,110.83,103.88,96.93,14,16,45,0,0,0,0,0.00%,1,644,1,0,2.27%,0,0,0,0,0.00%,0,0,1.28,17213,14880,2333,104.1,0,0,0,13.39%,13.86%
2022/2/10,108,108,102.5,103.5,102.2,101.91,103.66,103.32,98.48,110.35,103.66,96.96,11,14,32,0,0,0,0,0.00%,0,644,0,0,2.27%,0,0,0,0,0.00%,0,0,0.6,15808,14813,995,104.43,0,0,0,12.91%,13.39%
2022/2/11,103.5,103.5,102,102,102.62,101.41,103.48,103.44,98.61,110.15,103.48,96.81,8,12,20,0,0,0,0,0.00%,0,644,0,0,2.27%,0,0,0,0,0.00%,0,0,0.5,14010,14315,-305,102.28,0,0,0,12.90%,13.14%
2022/2/14,100,101.5,100,100,102.7,101.01,103.16,103.56,98.74,109.84,103.16,96.47,12,12,17,0,0,0,0,0.00%,0,644,0,0,2.27%,0,0,0,0,0.00%,0,0,0.5,13382,14682,-1300,100.38,0,0,0,12.96%,13.05%
2022/2/15,100.5,101,100,100,102.1,100.91,103.01,103.68,98.85,109.83,103.01,96.18,17,12,16,0,0,0,0,0.00%,1,645,1,0,2.28%,0,0,0,0,0.00%,0,0,0.54,13328,14836,-1508,100.32,0,0,0,13.25%,13.15%
2022/2/16,103,103,101,101,101.3,101.2,102.78,103.81,98.96,109.56,102.78,96,10,12,14,0,0,0,0,0.00%,-1,644,0,1,2.27%,0,0,0,0,0.00%,0,0,0.72,12815,14316,-1501,102.53,0,0,0,13.19%,13.17%
2022/2/17,100.5,102,100,100,100.6,101.4,102.48,103.94,99.08,109.19,102.48,95.77,21,14,14,0,0,0,0,0.00%,-1,643,0,1,2.27%,1,1,1,0,0.00%,0,0,0.67,12848,14373,-1525,100.48,0,0,0,13.10%,13.13%
2022/2/18,100.5,102,99.5,100,100.2,101.41,102.28,104.06,99.19,109.04,102.28,95.52,8,14,13,0,0,0,0,0.00%,0,643,0,0,2.27%,0,1,0,0,0.00%,0,0,0.49,12849,14418,-1569,100.25,0,0,0,13.21%,13.17%
2022/2/21,99.5,100,99.5,100,100.2,101.45,102.06,104.18,99.3,108.8,102.06,95.31,4,12,12,0,0,0,0,0.00%,-1,642,0,1,2.27%,-1,0,0,1,0.00%,0,0,0.51,12909,14432,-1523,99.88,0,0,0,13.22%,13.20%
2022/2/22,98.5,98.5,95.8,96.6,99.52,100.81,101.74,104.28,99.37,108.87,101.74,94.6,19,12,12,0,0,0,0,0.00%,0,642,0,0,2.27%,0,0,0,0,0.00%,0,0,1.01,12559,15048,-2489,96.68,0,0,0,14.02%,13.61%
2022/2/23,97,97,96.8,97,98.72,100.01,101.44,104.4,99.46,108.83,101.44,94.04,8,12,12,0,0,0,0,0.00%,0,642,0,0,2.27%,0,0,0,0,0.00%,0,0,0.72,12623,14764,-2141,96.97,0,0,0,14.58%,14.09%
2022/2/24,97.2,97.2,95,95,97.72,99.16,100.54,104.53,99.56,106.28,100.54,94.79,17,11,12,0,0,0,0,0.00%,0,642,0,0,2.27%,0,0,0,0,0.00%,0,0,0.9,12288,15560,-3272,96.32,0,0,0,11.42%,12.76%
2022/2/25,95,99,95,99,97.52,98.86,100.14,104.65,99.68,105.08,100.14,95.19,9,11,13,0,0,0,0,0.00%,-1,641,0,1,2.26%,0,0,0,0,0.00%,0,0,0.68,11836,15359,-3523,96.39,0,0,0,9.88%,11.32%
2022/3/1,99,100,99,100,97.52,98.86,99.94,104.77,99.81,104.55,99.94,95.32,3,11,12,0,0,0,0,0.00%,0,641,0,0,2.26%,0,0,0,0,0.00%,0,0,0.89,11852,14731,-2879,99.32,0,0,0,9.24%,10.28%
